Water Pollution Search Results,,,,,,,,,,,,,,,,,,,,,,
Search Criteria: Year = 2019; HUC Code = 18060010,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Data Source,NPDES Permit Number,FRS ID,Facility Name,City,County,State,HUC 12 Code,Watershed Name,SIC Code,Facility Latitude,Facility Longitude,Pollutant Name,Substance Registry System ID,CAS Number,Average Daily Flow (MGD),Major/Non-Major Status,Contains Potential Outliers?,Total Pounds (lb/yr),Total Kilograms (kg/yr),Total TWPE (lb-eq/yr),Total TWPE (kg-eq/yr),Link to DFR
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,Beryllium,150003,7440417,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,"Dibenz[a,h]anthracene",1685,53703,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,Dieldrin,3426,60571,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,Endrin aldehyde,149336,7421934,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,Mercury,149633,7439976,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,Selenium,154310,7782492,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,Trichloroethylene,7526,79016,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,Vinyl chloride,5231,75014,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,p-Bromophenyl phenyl ether,20172,101553,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,p-Dichlorobenzene,23622,106467,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,p-Nitrophenol,19117,100027,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,Ammonia as NH3,152389,7664417,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,.alpha.-Hexachlorocyclohexane,42184,319846,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,"1,1-Dichloroethane",5520,75343,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,"1,1-Dichloroethylene",5538,75354,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,"1,2-Dichloropropane",7393,78875,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,Aroclor 1016,182782,12674112,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,Bis(2-chloroisopropyl) ether,279893,39638329,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,Dichlorobromomethane,5462,75274,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,Diethyl phthalate,9985,84662,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,Dimethyl phthalate,35295,131113,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,Lindane,2923,58899,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,Nickel,149674,7440020,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,o-Dichlorobenzene,16162,95501,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,"1,1,1-Trichloroethane",4796,71556,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,"1,2-Dichloroethane",24117,107062,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,"4,6-Dinitro-o-cresol",51102,534521,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,Anthracene,31013,120127,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,Aroclor 1221,173153,11104282,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,Benzidine,14498,92875,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,Bis(2-chloroethyl) ether,27532,111444,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,Chloroethane,5223,75003,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,Copper,150086,7440508,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,Di(2-ethylhexyl) phthalate,29934,117817,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,Endrin,4887,72208,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,Hexachlorocyclopentadiene,6494,77474,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,Lead,149583,7439921,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,Methyl bromide,5074,74839,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,Phenol,25510,108952,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,"p,p'-DDE",4945,72559,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,p-Chloro-m-cresol,3103,59507,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,"2,4-Dichlorophenol",31443,120832,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,"2,4-Dimethylphenol",22970,105679,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,Acenaphthylene,40717,208968,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,Aroclor 1260,173021,11096825,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,Benz[a]anthracene,2212,56553,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,Benzo[k]fluoranthene,40709,207089,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,Chlorodibromomethane,33597,124481,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,Chloromethane,5116,74873,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,Ethylbenzene,19406,100414,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,Heptachlor,6262,76448,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,"Indeno[1,2,3-cd]pyrene",40626,193395,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,Pyrene,34843,129000,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,Thallium,149898,7440280,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,"1,2-Diphenylhydrazine",32425,122667,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,"2,4-Dinitrophenol",1313,51285,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,"2,4-Dinitrotoluene",31575,121142,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,"3,3'-Dichlorobenzidine",13755,91941,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,Benzo[a]pyrene,1115,50328,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,Butyl benzyl phthalate,10470,85687,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,Cadmium,150029,7440439,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,Chlordane (tech mix. and metabolites),,,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,Chlorobenzene,25478,108907,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,"Chromium, Trivalent",203000,16065831,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,Chrysene,40733,218019,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,Cyanide,2444,57125,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,Endosulfan sulfate,76737,1031078,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,Fluorene,10892,86737,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,Heptachlor epoxide,76661,1024573,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,Hexachlorobutadiene,11346,87683,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,Hexachloroethane,4341,67721,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,N-Nitrosodiphenylamine,10702,86306,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,Pentachlorophenol,11437,87865,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,Phenanthrene,10199,85018,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,Zinc,150235,7440666,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,m-Dichlorobenzene,52217,541731,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
ICIS,CA0050008,1.10017E+11,SANTA YNEZ BAND/CHUMASH WWTF,SANTA YNEZ,SANTA BARBARA,CA,1.806E+11,Zanja de Cota Creek,4952,34.61013,-120.08645,"trans-1,2-Dichloroethylene",40469,156605,0.045555556,Non-Major,,0,0,0,0,https://echo.epa.gov/detailed-facility-report?fid=CA0050008&sys=ICP
